instance_id,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,voice_gender,mode,speechiness,tempo,musician_category,valence,music_genre
MSC_82048.0,So What,56.667,0.06189038,1.013641218,233286,0.519417358,0,Scale F Sharp,0.174919665,-11.216,Both,Major,0.151694634,120.026,Duet,0.95448155,Rap
MSC_56039.0,Searching the Blue,54.196,0.53357269,0.550556348,195792.314,0.424206188,0.000125376,Scale F,0.117681674,-12.225,Female,Minor,0.029346257,139.408,Band,0.54456008,Rock
MSC_80355.0,Lights & Music,65.696,0.080893953,0.667089406,292888.538,-1,0.130854776,Scale A Sharp,0.790494507,-4.491,Female,Minor,0.045134038,125.981,NA,0.572077323,Rock
MSC_63283.0,Maze,80.907,0.137589985,0.715527632,157886.546,0.765295245,1.74E-06,Scale D,0.119713022,-1,Female,Major,0.166807935,160.065,Solo,0.393500603,Rap
MSC_22985.0,Clockworks,50.005,2.17E-06,0.243629124,471774.937,1.066881341,0.888641861,Scale C Sharp,0.314556438,-5.796,Female,Major,0.118049713,?,Solo,0.397493111,Jazz
MSC_77927.0,Jus Wanna,50.393,0.041492878,0.500360163,253948.633,0.726479074,0,Scale D,0.152749484,-6.51,Female,Minor,0.481833187,180.271,Band,0.625331406,Rap
MSC_50152.0,Tú Cómo Estás,36.044,0.406661638,0.771428413,330603.507,0.627840558,0,Scale A Sharp,0.310009273,-6.474,Female,Minor,0.038981357,92.416,NA,0.854502707,Jazz
MSC_85922.0,A Quiet Life,22.644,0.69518643,0.8558536,181945.945,0.423464227,0.693129722,Scale E,0.149820901,-10.856,Female,Minor,0.456655203,70.969,Solo,0.295483505,Jazz
MSC_82758.0,"Piano Concerto No. 12 in A Major, K. 414 (Version for Piano & String Quintet): II. Andante",22.142,1.030904328,0.372822587,-1,0.14026527,0.676380445,Scale D,0.336468885,-20.545,Male,Major,0.041412293,128.285,Band,0.148720827,Classical
MSC_85983.0,Fingerprints,35.434,0.435764992,0.572794593,328074.883,0.90843849,0.519799526,Scale A Sharp,0.061187698,-7.658,Female,Minor,0.046785079,112.092,Solo,0.974216856,Jazz
MSC_53456.0,T'd Up - From SR3MM,67.749,0.005115673,0.884579195,246523.27,0.619722839,3.86E-06,Scale G Sharp,0.173335257,-7.044,Both,Major,0.127101657,152.044,Duet,0.12191106,Rap
MSC_58614.0,Box of Rain - 2013 Remaster,59.913,0.444003895,0.571626559,338127.869,0.516936057,0,Scale D,0.13222545,-13.832,Both,Major,0.030356079,117.755,Duet,0.820268227,Rock
MSC_53173.0,"Georgiana - From ""Pride & Prejudice"" Soundtrack",52.394,1.08160829,0.341890932,101428.661,0.100924612,0.981298532,Scale A Sharp,0.108512668,-24.549,Female,Major,0.038167824,67.709,Solo,0.241428776,Classical
MSC_58622.0,"Piano Sonata No. 4 in E-Flat Major, K. 282: I. Adagio",29.734,1.050492798,0.337509891,354331.077,0.015927452,0.944543837,Scale C,0.082903691,-33.169,Male,Major,0.069602204,?,Solo,0.220055762,Classical
MSC_24924.0,Born For This,67.76,0.062078058,0.676757574,253902.264,0.734710697,0,Scale F,0.102709807,-6.604,Both,Minor,0.043707097,129.974,Duet,0.563329784,Rock
MSC_80086.0,Halftime,65.043,0.032179608,0.84191706,-1,0.859138351,8.41E-06,Scale E,0.183347675,-7.103,Both,Minor,0.179196569,91.925,Duet,,Rap
MSC_75537.0,Heaven,54.88,0.212813364,0.850738108,185637.533,0.80398075,0,Scale C,0.367115811,-4.855,Female,Major,0.066393502,139.961,Solo,0.755504968,Rap
MSC_72556.0,Shelob The Great,37.287,0.826012656,0.162562821,344264.784,0.363885267,0.962342867,Scale E,0.126999663,-15.963,Both,Minor,0.038224337,91.416,Duet,0.04253341,Classical
MSC_49822.0,"String Quartet No. 13 in B-Flat Major, Op. 130: V. Cavatina, adagio molto espressivo",43.636,0.823842094,0.089941753,480882.064,0.038123963,0.368109354,Scale D Sharp,0.126447881,-32.298,Both,?,0.055421562,173.568,Duet,0.040233409,Classical
MSC_89133.0,they sink,53.863,1.04357068,0.456890848,165137.838,0.061105053,0.993943509,Scale F,0.118710811,-29.108,Both,Minor,0.040184546,110.006,Duet,0.135491168,Classical
MSC_69371.0,Susie Q,58.083,0.102285275,0.704064588,290973.474,0.602986463,0.000849734,Scale A,0.132035437,-14.916,Both,Minor,0.043057767,128.237,NA,1.024493895,Rock
MSC_43490.0,The Spheres,36.131,0.986260132,0.130142568,280915.145,0.060314513,1.01052769,Scale C,0.116196212,-21.931,Male,Minor,0.040297533,86.211,Band,0.029714274,Classical
MSC_32460.0,When In Rome,57.901,0.056042523,0.894597336,-1,-1,0,Scale A Sharp,0.285498539,-4.674,Female,Minor,0.080793545,124.04,Solo,0.236128496,Rap
MSC_89656.0,Agony,58.781,1.023657192,0.631821136,234663.759,0.176188937,0.007317957,Scale E,0.111651527,-18.401,Both,Major,0.0359148,99.891,Duet,,Rap
MSC_30013.0,Georgian Kiss,40.195,0.185631952,0.85614461,264997.034,0.701806995,0.003658249,Scale G,0.097970831,-5.386,Both,Major,0.086540266,99.973,Duet,0.54416753,Jazz
MSC_42475.0,I Wanna Love You,33.937,0.025971196,0.76534962,374131.51,0.670454488,0.56167001,Scale B,0.356359997,-9.374,Female,Minor,0.028318347,?,Solo,0.665587814,Jazz
MSC_48206.0,We'll Be Fine,64.752,0.001834651,0.423223,265525.358,0.514115589,0,Scale C Sharp,0.699997484,-7.741,Male,Minor,0.464104288,193.397,Solo,0.23418285,Rap
MSC_35577.0,Wagon Wheel,71.593,0.622433078,0.655384249,249688.585,-1,0,Scale A,0.122950489,-8.978,Female,Major,0.039221454,?,Band,0.680828902,Rock
MSC_56411.0,Ion Get You,60.22,0.371497433,0.765754223,168634.726,-1,0,Scale F,0.184977185,-4.355,Male,Major,0.12621476,75.018,Band,0.677264809,Rap
MSC_58006.0,The Man Who Can't Be Moved,72.564,0.447864352,0.645807865,264788.57,0.664767437,0,Scale A Sharp,0.1069167,-5.386,NA,Major,0.028372076,99.955,Solo,0.346596179,Rock
MSC_63797.0,Untitled Original 11383 - Take 1,49.986,0.757207253,0.466355443,365414.791,0.395728178,2.11E-06,Scale G Sharp,0.322667,-15.14,Male,?,,111.348,Solo,0.640188505,Jazz
MSC_44803.0,Save Me,48.346,0.631777846,0.765918266,216866.552,0.772382129,1.60E-05,Scale C,0.083666041,-8.175,Both,Major,0.124766503,126.696,Duet,0.970374324,Jazz
MSC_69339.0,Lucy In The Sky With Diamonds,46.494,0.339579189,0.387624858,384907.067,0.643424635,0.941259059,Scale F Sharp,0.106898477,-11.441,Female,Minor,0.040230233,88.886,Solo,0.569700769,Jazz
MSC_71476.0,Let the Bass Kick,24.496,0.000635567,0.723276166,196052.961,1.081316545,0.056717846,Scale G,0.975088192,-2.112,Male,?,0.39237971,100.063,NA,0.244381612,Electronic
MSC_21784.0,Big My Secret,46.678,1.041552279,0.445021758,188835.437,0.117055059,0.913942429,Scale D,0.076214406,-24.898,Female,Major,0.042213968,77.475,Solo,0.228254212,Classical
MSC_42702.0,Thirsty,56.503,0.074723525,0.676984635,193100.734,0.764060721,0,Scale D,0.132097436,-4.875,Both,?,0.030505227,96.996,Duet,0.491281781,Rock
MSC_70137.0,The Little Things,45.728,0.845050687,0.525242471,151484.355,0.354210772,0,Scale A,0.170238478,-8.706,Both,Major,0.035458069,133.901,Duet,0.287316088,Country
MSC_90406.0,Ai Mi Morena - Club Des Belugas Remix,44.626,0.406266321,0.934227162,306711.634,0.758856214,0.341352759,Scale A,0.124191537,-11.781,Female,Major,0.08699461,122.98,Solo,0.958641985,Electronic
MSC_24186.0,"Don Giovanni, K. 527: Il mio tesoro intanto",28.16,1.07176255,0.186064438,319382.301,0.284295376,0.004369695,Scale F,0.430414175,-17.961,Both,Major,0.041092025,84.055,Duet,0.260001952,Classical
MSC_48168.0,Slippery Slope,38.468,0.338420978,0.65486512,296061.754,0.40444357,5.85E-05,Scale F Sharp,0.112426588,-21.363,Male,Major,0.556236734,70.189,Solo,0.354830845,Jazz
MSC_22938.0,4 Better Or 4 Worse - DJ Nu-Mark Remix,52.918,0.189855531,0.902022861,-1,0.842058935,0,Scale A Sharp,0.070907891,-1,Both,Minor,0.163258114,93.583,Duet,0.975598496,Jazz
MSC_35059.0,So Good - 2009 Remaster,34.962,0.534448688,0.607627335,270099.891,0.549588351,0,Scale A,0.342834482,-8.097,Male,Major,0.028737256,143.963,Solo,0.261810877,Jazz
MSC_65416.0,Snow Globe,48.724,1.052463028,0.168755831,191197.172,0.008398952,0.732867205,Scale C Sharp,0.146758757,-25.096,Female,Major,0.051515762,93.624,Solo,0.041456786,Classical
MSC_48047.0,Sunshine & Whiskey,70.74,0.236740685,0.733963154,197167.747,0.794299328,0,Scale A,0.353722651,-7.426,Both,?,0.047214087,92.983,Duet,0.826804222,Rock
MSC_45876.0,Nevertheless (I'm In Love With You),35.614,0.932341983,0.621462037,177569.998,0.064595554,0,Scale C,0.100126349,-17.415,Both,Major,0.032979883,77.66,Duet,0.331946404,Jazz
MSC_71007.0,Mule - Remastered,40.708,0.980962666,0.58772894,443995.403,0.056918201,2.29E-05,Scale C,0.105513094,-16.335,Both,Major,0.05630097,?,Duet,,Jazz
MSC_69816.0,Arabesque I: Andantino con Moto,22.139,1.076865226,0.422282404,397411.745,0.037255366,0.943251113,Scale C Sharp,0.076870396,-24.701,Both,Major,0.051720634,127.533,Duet,0.043324346,Classical
MSC_20999.0,Bad Medicine,,0.050509655,0.585279738,344052.276,1.059344273,0,Scale A,0.091633425,-4.139,Female,Major,0.036943497,118.642,Solo,0.849895269,Rock
MSC_74672.0,"Aequali No. 1, WAB 114",32.864,1.089843516,0.17620753,109325.721,0.002477422,0.977595739,Scale C,0.060177784,-34.256,Female,Minor,0.042778448,69.154,Solo,0.040909942,Classical
MSC_76900.0,Notepad,65.028,0.075504222,0.871778237,234857.79,0.729675294,4.70E-05,Scale G Sharp,0.106314515,-7.47,Both,Major,0.239162707,116.006,Duet,0.152230416,Rap
MSC_61288.0,"Symphony No. 40 in Gminor, K550 (Allegro Molto)",36.229,0.951221142,0.405847246,565060.624,0.327970012,0.968767078,Scale G,0.117780411,-13.268,Both,Minor,0.034448623,95.416,Duet,0.207542479,Classical
MSC_66651.0,Realer N Realer,76.722,0.012825553,0.787594612,184529.06,0.50146516,0,Scale C Sharp,0.301180975,-6.783,Female,Major,0.303438286,148.028,Band,0.402207672,Rap
MSC_53707.0,Tree Synthesisers,34.798,1.030930642,0.105080101,288478.585,0.315799366,0.838400698,Scale F,0.129624596,-17.003,Female,Major,0.03605544,89.606,Band,0.039189021,Classical
MSC_74533.0,You Rascal You,53.963,0.523194402,0.649209781,148248.264,0.713640242,8.53E-06,Scale F,0.085129001,-8.546,Female,Major,0.322679591,84.712,Solo,0.500490174,Rock
MSC_27873.0,Will Do,63.775,0.018889823,0.617702711,237777.843,0.916504381,0.010792045,Scale F,0.070490503,-3.83,Female,Major,0.046620471,79.947,Band,0.447646134,Rock
MSC_84574.0,Whatever You Want,,0.403339386,0.770938048,198088.389,0.413882801,0.000300652,Scale D,0.393829456,-11.882,Both,Major,0.10368364,?,Duet,0.546906608,Rock
MSC_48241.0,Trigger Finger,52.723,0.010861816,0.913933419,297720.677,0.571021622,0,Scale F Sharp,0.233941832,-9.001,Female,Minor,0.207465807,?,Band,0.439887485,Hip-Hop
MSC_64189.0,Around The Clock News,39.093,0.968929931,0.082405042,103835.143,0.023263979,,Scale A,0.133474143,-22.49,Female,Minor,0.049781387,172.663,Solo,0.030490086,Classical
MSC_58947.0,Twin Peaks Theme - Instrumental,53.596,0.947411085,0.311177778,326391.023,0.128683082,0.953571499,Scale F,0.093374787,-20.975,Male,Major,0.031664704,71.721,Band,0.110915138,Jazz
MSC_36381.0,Time for Me to Fly,60.381,0.05687604,0.507762829,235598.004,0.669475577,0,Scale D,0.191021138,-7.623,Male,Major,0.029499259,81.797,NA,0.500858709,Rock
MSC_83243.0,MONSTERS,64.348,0.002226362,0.520468776,266471.588,0.953887173,6.78E-06,Scale F,0.1181894,-4.838,Male,Major,0.057078801,149.959,Solo,0.40080067,Rock
MSC_46105.0,Seven Come Eleven,35.721,0.971435535,0.63691278,233407.455,0.341452553,0.481693167,Scale G Sharp,0.11379986,-12.999,Male,Major,0.04534517,98.682,Solo,0.708216656,Jazz
MSC_63200.0,Trouble On Central,64.705,0.240881463,0.881371273,202920.309,0.494481827,0.000249403,Scale C Sharp,0.151761519,-6.97,Female,Minor,0.111106008,99.959,NA,0.636532046,Rap
MSC_40633.0,Underdog,49.707,0.004014998,0.725093422,224372.395,0.894807893,6.79E-05,Scale G,0.132702488,-4.977,Both,Major,0.044940765,?,Duet,0.6143102,Rock
MSC_29491.0,"The Bartered Bride, JB 1:100, B. 131: Act I Scene 5: Introduction: Polka - Take your partners for the polka (Chorus)",34.738,0.942283827,0.459219782,304041.18,-1,0.032339307,Scale C,0.09898573,-18.829,Male,Major,0.038447545,103.026,NA,0.522059487,Classical
MSC_83518.0,"Symphony No. 3 in F Major, Op. 90: IV. Allegro - Un poco sostenuto (Live)",3.237,1.016278363,0.247565401,644920.329,0.142915283,0.634815543,Scale F,0.762012709,-19.641,Male,Major,0.045628568,78.711,NA,0.084861488,Classical
MSC_73366.0,Shostakovich: Fugue No. 7 In A Major,33.245,1.082507235,0.255768172,178364.736,-1,0.998742413,Scale A,0.060302844,-28.386,Both,Major,0.047849057,79.147,Duet,0.196688167,Classical
MSC_72033.0,All About Love (First Impression),38.151,0.806884934,0.353154046,431644.664,0.447746832,0.004503105,Scale A,0.187124356,-12.861,Female,Minor,0.044713119,99.861,Band,0.455397855,Jazz
MSC_28520.0,Again And Again,54.926,0.144015511,0.622739549,286955.809,0.979473454,1.59E-05,Scale F,0.165324882,-4.948,Both,Minor,0.061633552,167.996,Duet,0.795296789,Rock
MSC_69145.0,Hold It Down,59.266,0.3038614,0.777480304,212460.501,0.648677619,0,Scale B,0.080020241,-7.126,Male,Major,0.337509953,87.998,Band,0.224111387,Rap
MSC_29198.0,The Mountain,73.077,0.000619868,0.527842724,212026.988,1.003226188,5.02E-06,Scale A Sharp,0.129751386,-5.075,Male,Major,0.054804953,92.497,NA,0.362540781,Rock
MSC_20481.0,Alaska,37.595,1.77E-05,0.278755123,253209.583,1.009848681,0.483619333,Scale C Sharp,0.180718013,-4.673,Both,Major,0.106562072,97.75,Duet,0.224865545,Jazz
MSC_28993.0,Oh Que Sera,,0.749947154,0.599665826,327450.569,0.829862118,1.13E-06,Scale C,0.075694208,-6.429,Both,?,0.100165668,88.846,Duet,0.545596618,Jazz
MSC_90040.0,Get Free,62.896,0.000175717,0.550707321,137647.911,1.027086846,1.39E-06,Scale G,0.307223017,-3.562,Female,Major,0.069478116,138.811,Solo,0.639836069,Rock
MSC_86325.0,Happy,82.11,0.310789058,0.689902563,254406.127,0.814163778,0,Scale C Sharp,0.096627579,-7.238,Female,Major,0.166190312,?,Band,1.03744829,Rap
MSC_80398.0,Politely,47.117,0.482231654,0.547067592,436161.569,0.482358564,0.864388085,Scale A Sharp,0.120866703,-10.478,Male,Minor,0.04038343,139.484,Band,0.435491992,Jazz
MSC_91591.0,Caught Up In The Country (Sam Feldt Remix),66.858,0.067820366,0.652409443,221374.945,0.985872268,0,Scale G,0.194321283,-4.275,Female,Major,0.082533755,?,Solo,0.49543394,Rock
MSC_87698.0,Somebody Told Me,77.355,0.000132556,0.541592108,214466.832,,0.000404307,Scale A Sharp,0.110503983,-3.398,Female,Minor,0.086873497,138.005,Band,,Rock
MSC_68626.0,Lyric Suite: I. Allegro giovale,34.703,1.027519544,0.342958862,210104.596,0.15215889,0.815365065,Scale C Sharp,0.082942599,-19.713,Male,Major,0.046929011,90.063,Solo,0.1337124,Classical
MSC_62872.0,Tomorrow Is The Question,45.881,0.786264458,0.483431734,-1,0.656861187,0.249337423,Scale G,0.224665665,-10.223,Female,?,0.038810271,104.864,Band,0.632666629,Jazz
MSC_34116.0,My Type,69.583,0.069469424,0.651807074,222673.389,-1,5.67E-05,Scale A Sharp,0.068138292,-3.165,Both,Major,0.049136867,118,Duet,0.609921253,Rock
MSC_29559.0,Left Behind,66.278,7.69E-05,0.2453377,253953.857,1.060245592,0.00582964,Scale F Sharp,0.347485796,-3.672,Male,Major,0.236675018,156.623,Band,0.12223235,Rap
MSC_41116.0,Ave maris stella,36.691,1.040183782,,308907.031,0.048086354,0.002131118,Scale A,0.10506407,-30.783,Female,Minor,0.053984457,70.054,Solo,0.06753079,Classical
MSC_36318.0,Molinos De Viento,71.246,0.000276434,0.542014194,270469.464,0.919014082,0,Scale G,0.097457147,-4.069,Female,Major,0.043976155,138.332,Solo,0.886416323,Rock
MSC_55908.0,If You Don't Know Me By Now - 2008 Remastered Version,76.556,0.52833812,,215717.713,0.37613204,0,Scale A Sharp,0.11197893,-9.998,Female,Major,0.029296142,94.173,Solo,0.215536006,Rock
MSC_55250.0,"Overture to A Midsummer Night's Dream, Op.21",31.292,0.928351835,0.277677937,772825.759,0.101170418,0.877073818,Scale E,0.781205208,-24.168,Female,Major,0.05290445,140.429,Solo,0.109282432,Classical
MSC_84829.0,House Of Gold,80.198,0.48558501,0.729704627,176765.505,0.757759727,0,Scale C,0.223944029,-7.71,Female,?,0.04685982,114.948,Solo,0.903183492,Rock
MSC_55088.0,Don't Owe You a Thang,57.71,0.015885399,0.482915612,236355.657,1.037140416,0.001001979,Scale D,0.175408324,-3.993,Both,Major,0.056811978,109.482,Duet,0.338703819,Rock
MSC_32839.0,Roll Call,60.03,0.010159578,0.616868713,-1,0.582282158,0.37265067,Scale C,0.686584514,-7.88,Male,Major,0.057044905,78.031,Band,0.285209184,Rock
MSC_54297.0,Love Is All,39.477,0.612631181,0.702837389,335591.927,0.714773181,0.061379257,Scale D,0.418273091,-8.462,Female,Minor,0.031489696,?,Solo,,Jazz
MSC_86802.0,You're the Only Woman - You & I,50.818,0.098160764,0.798298649,283643.717,0.555861517,0,Scale G Sharp,0.072625927,-9.462,Male,Minor,0.027360687,104.925,NA,0.913268707,Country
MSC_72528.0,Hideaway,38.193,0.809976944,0.813397519,240203.154,0.269505826,8.01E-06,Scale G,0.270965268,-11.149,Both,Major,0.09675762,?,Duet,0.513098565,Jazz
MSC_71238.0,Soledad y el Mar (feat. Los Macorinos),65.977,0.953170638,0.780570086,226278.188,0.194626379,2.35E-06,Scale C Sharp,0.121933747,-16.247,Male,Minor,0.03841888,92.934,Band,0.661662065,Rock
MSC_87555.0,"Piano Trio No. 2 in C Major, Op. 87: Andante con moto",28.55,1.022086923,0.271681851,523566.328,0.05756274,0.476825472,Scale D,0.13937166,-26.2,Male,Minor,0.044397685,97.279,Band,0.100442613,Classical
MSC_51589.0,Truck Music (feat. Charlie Farley),44.538,0.042338487,0.75242844,223679.459,0.798484052,0,Scale F,0.09756864,-5.744,Both,Major,0.297320385,159.982,Duet,0.779671594,Country
MSC_46719.0,Young Liars,64.834,0.032942128,0.516542684,337361.384,0.730708222,0.004258492,Scale C,0.161268386,-8.562,Both,Major,0.026995726,?,Duet,0.461494413,Rock
MSC_38881.0,"Waltz No.10 In B Minor, Op.69 No.2",,1.083037512,0.441545273,221655.024,-1,0.963071487,Scale B,0.086097751,-33.001,Both,Minor,0.044142653,?,Duet,0.131960334,Classical
MSC_91621.0,Glory Bridge (feat. A Boogie Wit da Hoodie),58.074,0.045204765,0.853790832,178560.736,0.687852499,0,Scale G Sharp,0.090376191,-8.022,Male,Major,0.406694562,79.927,Solo,0.349357623,Rap
MSC_58581.0,Demons,54.933,0.235410787,0.860622243,-1,0.71480923,1.36E-05,Scale C Sharp,0.576721861,-6.893,NA,Major,0.140753842,143.984,Solo,0.175220357,Rap
MSC_28822.0,"Sonata in A Major for Violin and Piano, FWV 8 (Arr. for Cello and Piano): I. Allegretto ben moderato",39.009,1.089656461,0.188003278,378235.397,0.025789926,0.898679846,Scale A,0.083155439,-27.704,Both,Major,0.043173754,86.299,Duet,0.04094242,Classical
MSC_50807.0,"New York, New York",64.542,0.023690066,0.884794794,307838.429,0.560306687,3.10E-05,Scale D,0.138495867,-5.166,Male,Major,0.329156463,87.257,Solo,0.734697676,Hip-Hop
MSC_42002.0,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",0,1.046362513,0.574149969,242898.724,0.019770529,0.96369408,Scale D,0.081204478,-1,Both,Major,0.06008976,105.338,Duet,0.213531374,Classical
MSC_43073.0,1. Danseuses de Delphes,39.583,1.05795906,0.527812084,227135.614,0.002466688,1.004455635,Scale F,0.098856754,-32.573,Female,Major,0.285230199,73.082,Solo,0.089526386,Classical
MSC_47050.0,Sledgehammer - 2012 Remaster,60.14,0.025337667,0.701246196,334939.663,0.751937294,0,Scale C Sharp,0.036531966,-5.466,Male,Major,0.034909301,96.458,NA,0.46518975,Rock
MSC_37648.0,Sex on Fire,86.011,0.001823403,0.594213885,216595.016,0.954382054,0.011255178,Scale A,0.149363186,-5.969,NA,Major,0.058410682,153.398,Band,0.403145224,Rock
MSC_56982.0,Let It Rock,,0.001116201,0.639667105,253575.771,0.849322523,0,Scale G,0.083606939,-4.686,Both,Major,0.043937968,113.183,Duet,0.519844681,Rap
MSC_71865.0,"Nocturnes, Op. 15: No. 1 in F Major",33.643,1.048229798,0.479192002,-1,0.04886394,0.979937296,Scale F,0.068761453,-23.923,Male,Major,0.038804723,67.267,Solo,0.079678852,Classical
MSC_42956.0,Let's Get It Started - Spike Mix,62.821,0.106820789,0.827330608,235948.712,0.889551208,0,Scale B,0.196561333,-2.333,Male,Minor,0.150684655,104.97,Solo,0.854930506,Rap
MSC_27334.0,Lonely,72.211,0.13387732,0.851447471,-1,0.61139747,0,Scale C Sharp,0.17155456,-7.788,NA,Minor,0.25675054,150.002,Solo,0.365247252,Hip-Hop
MSC_26461.0,Can I Get A... - From The Rush Hour Soundtrack,57.605,0.130692591,0.853649339,328564.411,0.708308955,0.000169827,Scale G Sharp,0.103734418,-10.004,Both,Minor,0.379777125,177.097,Duet,0.837416142,Rap
MSC_22933.0,BOSS,63.409,0.202107917,0.885881639,267409.657,0.51839693,0.000139926,Scale B,0.24280773,-8.359,Both,Minor,0.270080068,139.983,Duet,0.740544185,Rap
MSC_30631.0,I Gotta Be,64.153,0.691689622,0.789994375,234668.747,0.394036248,0,Scale A,0.119799855,-12.343,Both,Major,0.030105851,109.915,Duet,0.620179111,Rap
MSC_50327.0,True Faith - 2011 Total Version,52.83,0.235704452,0.654457489,274686.986,1.002530903,0.022533464,Scale C,0.367248412,-6.324,Both,Major,0.049228712,?,Duet,0.974266948,Electronic
MSC_72414.0,Blessings,62.558,0.864150808,0.565054101,219659.707,0.538875091,4.22E-06,Scale A,0.152566338,-7.318,Male,Major,0.110547634,?,Band,0.611655291,Rock
MSC_88992.0,Bee Blues,43.513,0.873951277,0.623543727,439177.024,0.288712457,0.854883206,Scale F Sharp,0.096382409,-17.497,Female,Major,0.052022236,130.623,Solo,0.501766235,Jazz
MSC_58456.0,My Revolution,39.413,0.359379431,0.788978477,-1,0.833843551,8.01E-05,Scale E,0.127530987,-7.978,Female,Minor,0.093802775,96.995,Band,0.977352577,Jazz
MSC_77654.0,How You Gonna Act Like That,65.815,0.114294566,,320491.732,0.572709558,0,Scale D Sharp,0.075927356,-3.991,Both,Minor,0.048704592,112.913,Duet,0.559060474,Rap
MSC_22025.0,"Piano Sonata No.14 In C Sharp Minor, Op.27 No.2 -""Moonlight"": 1. Adagio sostenuto",33.638,1.066835287,0.299769284,398680.935,0.00265658,0.987807787,Scale C Sharp,0.100700612,-43.465,Both,Minor,0.042604696,73.345,Duet,0.129285181,Classical
MSC_54244.0,R.I.P. 2 My Youth,73.098,0.002317903,0.385725183,224971.728,0.732596506,0,Scale G,0.133528416,-6.167,Both,Minor,0.05621532,94.47,Duet,0.192127584,Rock
MSC_32909.0,Marie,38.363,0.234073368,0.723034884,260541.137,0.388530487,0.045393974,Scale G Sharp,0.145429849,-12.071,Both,Major,0.035925506,95.004,Duet,0.388879602,Jazz
MSC_51951.0,The Waters Of March,56.33,0.981327629,0.680612713,251948.892,0.104451079,,Scale B,0.164520677,-26.595,Male,Minor,0.085151651,130.573,Solo,0.481489232,Jazz
MSC_82062.0,Dead Inside,64.762,0.00027329,0.692778455,281324.615,0.811600821,0.000536931,Scale G Sharp,0.301006698,-5.395,Both,Major,0.055255912,?,Duet,0.663126784,Rock
MSC_61874.0,Wouldn't It Be Great?,45.107,0.791743251,0.5375624,221011.48,0.295810484,0.00179968,Scale G Sharp,0.119884214,-1,Female,Major,0.03347968,?,Band,0.425827714,Country
MSC_22333.0,LoveStoned / I Think She Knows Interlude,60.733,0.362752379,0.940781472,472585.561,0.77685205,0.00012212,Scale A Sharp,0.304635431,-6.77,Male,Minor,0.063111241,?,Solo,0.908544974,Rap
MSC_28524.0,"I'm Not Crazy, Life Is (feat. Chance The Rapper, Kodak Black)",73.3,0.16192871,0.683924817,350437.198,0.697464313,0,Scale C,0.125238596,-6.382,Both,Major,0.188636828,75.489,NA,0.372208032,Rap
MSC_64211.0,What We Live For,62.967,0.058570352,0.735771612,-1,0.948340595,0,Scale C,0.164533332,-5.179,Female,Major,0.039631473,120.045,NA,,Rock
MSC_54626.0,No K,54.798,0.007905763,0.897855225,199346.157,0.695435314,0,Scale A,0.455606018,-8.418,Male,Minor,0.236089067,123.975,Solo,0.707681018,Hip-Hop
MSC_45111.0,Dreamy Vibes - Single Mix,41.031,0.283181194,0.917773359,337576.214,0.970891023,0.522229295,Scale E,0.315004668,-9.605,Female,Minor,0.03725784,?,Solo,0.929509519,Jazz
MSC_77626.0,Fly,57.949,0.012953887,0.739610193,281604.26,0.775359112,0.198011856,Scale D,0.135159846,-8.63,Male,Major,0.045303999,144.983,NA,0.330151612,Electronic
MSC_30128.0,Amame,51.53,0.78265343,,340552.465,0.883147425,0.000148697,Scale F,0.099512368,-5.149,Male,Major,0.088200612,?,Band,,Jazz
MSC_71721.0,Saudades das Selvas Brasilieras No.2,37.835,1.073312555,0.373926224,185390.902,0.08117567,0.919174162,Scale A,0.101681871,-24.734,NA,?,0.036160825,105.284,Duet,0.099365875,Classical
MSC_48139.0,Gimme Some Water,52.32,0.079471963,0.559802195,234451.587,0.804144164,0.000290694,Scale D,0.323547991,-7.18,Male,Major,0.037639,90.604,NA,0.890721419,Rock
MSC_52709.0,Don't Stop the Party,61.425,0.007838189,0.766411132,221569.627,1.031493137,0,Scale E,0.406337813,-3.869,Female,Major,0.096073813,127.008,Band,1.026737398,Hip-Hop
MSC_20277.0,Special,,0.136138438,0.717321209,284557.064,0.754201225,0,Scale C Sharp,0.337479327,-1,Both,?,0.283023371,97.374,Duet,0.775577128,Jazz
MSC_65452.0,Change,59.728,0.001459484,0.550903202,241695.954,0.94908417,,Scale A,0.122882654,-5.24,Male,Minor,0.046878068,141.987,NA,0.734529396,Rock
MSC_66935.0,Shine,33.606,0.148328964,0.697541304,327164.812,0.544087195,0.992485173,Scale D,0.080923154,-11.002,Male,Minor,0.030553528,106.777,Solo,0.891085056,Jazz
MSC_84633.0,Hochzeitsmarsch (Wedding March),0,1.008117758,0.381911232,314031.827,0.42043974,0.941678057,Scale C,0.069918757,-9.796,Female,Major,0.034813672,79.976,Band,0.231916192,Classical
MSC_71459.0,"Bed Bugs (feat. Nessly, Yung Pinch, Takeoff)",60.223,0.5504512,0.813265474,263841.168,0.460206608,0,Scale E,0.237007719,-10.514,Male,?,0.233767362,129.969,Band,0.263783397,Rap
MSC_31097.0,Go Big Or Go Home,62.12,0.010509583,0.731658462,185026.743,0.938967231,0,Scale C Sharp,0.107604724,-4.467,Male,Major,0.049236258,121.993,Solo,,Rock
